Variable,Employment,Professional - Type of Employment,Measured_Unit,Country,Year,Value,Flag Codes,Flags
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU",44 - Israel,2017,370633.14,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU",44 - Israel,2018,370326.0,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU",44 - Israel,2019,393579.0,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU",44 - Israel,2020,391038.0,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU",44 - Israel,2021,403645.0,D; P,Difference in methodology; Provisional value
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU at 2015 GDP price level",44 - Israel,2010,307860.56,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU at 2015 GDP price level",44 - Israel,2011,323580.94,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU at 2015 GDP price level",44 - Israel,2012,314257.74,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU at 2015 GDP price level",44 - Israel,2013,338185.25,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU at 2015 GDP price level",44 - Israel,2014,336152.34,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU at 2015 GDP price level",44 - Israel,2015,342732.68,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU at 2015 GDP price level",44 - Israel,2016,362754.72,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU at 2015 GDP price level",44 - Israel,2017,369435.67,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU at 2015 GDP price level",44 - Israel,2018,366258.69,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU at 2015 GDP price level",44 - Israel,2019,382236.51,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU at 2015 GDP price level",44 - Israel,2020,375854.95,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"annual income, NCU at 2015 GDP price level",44 - Israel,2021,379887.61,D; P,Difference in methodology; Provisional value
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,44 - Israel,2010,2.18,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,44 - Israel,2011,2.24,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,44 - Israel,2012,2.17,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,44 - Israel,2013,2.33,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,44 - Israel,2014,2.31,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,44 - Israel,2015,2.35,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,44 - Israel,2016,2.42,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,44 - Israel,2017,2.38,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,44 - Israel,2018,2.29,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,44 - Israel,2019,2.36,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,44 - Israel,2020,2.35,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,income per average wage,44 - Israel,2021,2.27,D; P,Difference in methodology; Provisional value
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",44 - Israel,2010,2.4,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",44 - Israel,2011,2.43,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",44 - Israel,2012,2.34,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",44 - Israel,2013,2.46,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",44 - Israel,2014,2.4,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",44 - Israel,2015,2.44,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",44 - Israel,2016,2.52,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",44 - Israel,2017,2.5,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",44 - Israel,2018,2.43,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",44 - Israel,2019,2.48,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",44 - Israel,2020,2.53,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, /capita GDP",44 - Israel,2021,2.4,D; P,Difference in methodology; Provisional value
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, PPP for private consumption, in US$",44 - Israel,2010,64285.55,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, PPP for private consumption, in US$",44 - Israel,2011,69976.04,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, PPP for private consumption, in US$",44 - Israel,2012,69957.1,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, PPP for private consumption, in US$",44 - Israel,2013,74165.91,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, PPP for private consumption, in US$",44 - Israel,2014,71801.87,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, PPP for private consumption, in US$",44 - Israel,2015,75268.92,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, PPP for private consumption, in US$",44 - Israel,2016,84768.56,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, PPP for private consumption, in US$",44 - Israel,2017,87159.36,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, PPP for private consumption, in US$",44 - Israel,2018,88548.3,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, PPP for private consumption, in US$",44 - Israel,2019,91555.66,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, PPP for private consumption, in US$",44 - Israel,2020,90632.9,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, PPP for private consumption, in US$",44 - Israel,2021,94521.86,D; P,Difference in methodology; Provisional value
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, US$ exchange rate",44 - Israel,2010,74935.51,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, US$ exchange rate",44 - Israel,2011,83511.24,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, US$ exchange rate",44 - Israel,2012,77722.86,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, US$ exchange rate",44 - Israel,2013,90930.56,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, US$ exchange rate",44 - Israel,2014,91823.65,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, US$ exchange rate",44 - Israel,2015,88177.88,D,Difference in methodology
Remuneration of general practitioners,Self-employed,general practitioners - Self-employed,"income, US$ exchange rate",44 - Israel,2016,94791.54,D,Difference in methodology
